unix_ts	node	sender	frame_seqn	seqn
1580926418.225	74	13a6	168	168
1580926418.231	74	13a6	169	169
1580926418.234	74	13a6	170	170
1580926418.241	74	13a6	171	171
1580926418.248	74	13a6	172	172
1580926418.249	74	13a6	173	173
1580926418.257	74	13a6	174	174
1580926418.262	74	13a6	175	175
1580926418.265	74	13a6	176	176
1580926418.271	74	13a6	177	177
1580926418.276	74	13a6	178	178
1580926418.28	74	13a6	179	179
1580926418.285	74	13a6	180	180
1580926418.292	74	13a6	181	181
1580926418.294	74	13a6	182	182
1580926418.301	74	13a6	183	183
1580926418.307	74	13a6	184	184
1580926418.309	74	13a6	185	185
1580926418.316	74	13a6	186	186
1580926418.321	74	13a6	187	187
1580926418.325	74	13a6	188	188
1580926418.33	74	13a6	189	189
1580926418.337	74	13a6	190	190
1580926418.339	74	13a6	191	191
1580926418.354	74	13a6	192	192
1580926418.356	74	13a6	193	193
1580926418.356	74	13a6	194	194
1580926418.361	74	13a6	195	195
1580926418.366	74	13a6	196	196
1580926418.37	74	13a6	197	197
1580926418.375	74	13a6	198	198
1580926418.381	74	13a6	199	199
1580926419.893	75	84bb	100	100
1580926419.901	75	84bb	101	101
1580926419.902	75	84bb	102	102
1580926419.909	75	84bb	103	103
1580926419.916	75	84bb	104	104
1580926419.917	75	84bb	105	105
1580926419.925	75	84bb	106	106
1580926419.93	75	84bb	107	107
1580926419.933	75	84bb	108	108
1580926419.938	75	84bb	109	109
1580926419.945	75	84bb	110	110
1580926419.947	75	84bb	111	111
1580926419.953	75	84bb	112	112
1580926419.96	75	84bb	113	113
1580926419.962	75	84bb	114	114
1580926419.969	75	84bb	115	115
1580926419.974	75	84bb	116	116
1580926419.977	75	84bb	117	117
1580926419.983	75	84bb	118	118
1580926419.99	75	84bb	119	119
1580926419.992	75	84bb	120	120
1580926419.998	75	84bb	121	121
1580926420.006	75	84bb	122	122
1580926420.007	75	84bb	123	123
1580926420.015	75	84bb	124	124
1580926420.018	75	84bb	125	125
1580926420.026	75	84bb	126	126
1580926420.028	75	84bb	127	127
1580926420.035	75	84bb	128	128
1580926420.037	75	84bb	129	129
1580926420.044	75	84bb	130	130
1580926420.05	75	84bb	131	131
1580926420.052	75	84bb	132	132
1580926420.059	75	84bb	133	133
1580926420.064	75	84bb	134	134
1580926420.068	75	84bb	135	135
1580926420.072	75	84bb	136	136
1580926420.08	75	84bb	137	137
1580926420.082	75	84bb	138	138
1580926420.088	75	84bb	139	139
1580926420.104	75	84bb	140	140
1580926420.107	75	84bb	141	141
1580926420.108	75	84bb	142	142
1580926420.113	75	84bb	143	143
1580926420.114	75	84bb	144	144
1580926420.12	75	84bb	145	145
1580926420.124	75	84bb	146	146
1580926420.128	75	84bb	147	147
1580926420.133	75	84bb	148	148
1580926420.14	75	84bb	149	149
1580926420.142	75	84bb	150	150
1580926420.15	75	84bb	151	151
1580926420.156	75	84bb	152	152
1580926420.157	75	84bb	153	153
1580926420.164	75	84bb	154	154
1580926420.169	75	84bb	155	155
1580926420.173	75	84bb	156	156
1580926420.178	75	84bb	157	157
1580926420.185	75	84bb	158	158
1580926420.187	75	84bb	159	159
1580926420.193	75	84bb	160	160
1580926420.201	75	84bb	161	161
1580926420.202	75	84bb	162	162
1580926420.209	75	84bb	163	163
1580926420.214	75	84bb	164	164
1580926420.218	75	84bb	165	165
1580926420.223	75	84bb	166	166
1580926420.23	75	84bb	167	167
1580926420.232	75	84bb	168	168
1580926420.239	75	84bb	169	169
1580926420.245	75	84bb	170	170
1580926420.247	75	84bb	171	171
1580926420.253	75	84bb	172	172
1580926420.261	75	84bb	173	173
1580926420.262	75	84bb	174	174
1580926420.27	75	84bb	175	175
1580926420.274	75	84bb	176	176
1580926420.278	75	84bb	177	177
1580926420.283	75	84bb	178	178
1580926420.29	75	84bb	179	179
1580926420.292	75	84bb	180	180
1580926420.299	75	84bb	181	181
1580926420.306	75	84bb	182	182
1580926420.307	75	84bb	183	183
1580926420.314	75	84bb	184	184
1580926420.319	75	84bb	185	185
1580926420.323	75	84bb	186	186
1580926420.328	75	84bb	187	187
1580926420.335	75	84bb	188	188
1580926420.337	75	84bb	189	189
1580926420.344	75	84bb	190	190
1580926420.353	75	84bb	191	191
1580926420.357	75	84bb	192	192
1580926420.361	75	84bb	193	193
1580926420.364	75	84bb	194	194
1580926420.368	75	84bb	195	195
1580926420.372	75	84bb	196	196
1580926420.379	75	84bb	197	197
1580926420.381	75	84bb	198	198
1580926420.392	75	84bb	199	199
1580926421.906	76	1211	100	100
1580926421.908	76	1211	101	101
1580926421.915	76	1211	102	102
1580926421.921	76	1211	103	103
1580926421.923	76	1211	104	104
1580926421.93	76	1211	105	105
1580926421.937	76	1211	106	106
1580926421.939	76	1211	107	107
1580926421.946	76	1211	108	108
1580926421.95	76	1211	109	109
1580926421.955	76	1211	110	110
1580926421.959	76	1211	111	111
1580926421.966	76	1211	112	112
1580926421.968	76	1211	113	113
1580926421.975	76	1211	114	114
1580926421.982	76	1211	115	115
1580926421.984	76	1211	116	116
1580926421.991	76	1211	117	117
1580926421.996	76	1211	118	118
1580926421.999	76	1211	119	119
1580926422.004	76	1211	120	120
1580926422.011	76	1211	121	121
1580926422.014	76	1211	122	122
1580926422.02	76	1211	123	123
1580926422.026	76	1211	124	124
1580926422.029	76	1211	125	125
1580926422.036	76	1211	126	126
1580926422.04	76	1211	127	127
1580926422.045	76	1211	128	128
1580926422.05	76	1211	129	129
1580926422.056	76	1211	130	130
1580926422.058	76	1211	131	131
1580926422.065	76	1211	132	132
1580926422.072	76	1211	133	133
1580926422.073	76	1211	134	134
1580926422.081	76	1211	135	135
1580926422.087	76	1211	136	136
1580926422.09	76	1211	137	137
1580926422.103	76	1211	138	138
1580926422.106	76	1211	139	139
1580926422.11	76	1211	140	140
1580926422.113	76	1211	141	141
1580926422.117	76	1211	142	142
1580926422.119	76	1211	143	143
1580926422.125	76	1211	144	144
1580926422.132	76	1211	145	145
1580926422.134	76	1211	146	146
1580926422.141	76	1211	147	147
1580926422.145	76	1211	148	148
1580926422.149	76	1211	149	149
1580926422.155	76	1211	150	150
1580926422.16	76	1211	151	151
1580926422.163	76	1211	152	152
1580926422.17	76	1211	153	153
1580926422.176	76	1211	154	154
1580926422.178	76	1211	155	155
1580926422.186	76	1211	156	156
1580926422.19	76	1211	157	157
1580926422.195	76	1211	158	158
1580926422.199	76	1211	159	159
1580926422.206	76	1211	160	160
1580926422.208	76	1211	161	161
1580926422.214	76	1211	162	162
1580926422.222	76	1211	163	163
1580926422.223	76	1211	164	164
1580926422.23	76	1211	165	165
1580926422.237	76	1211	166	166
1580926422.239	76	1211	167	167
1580926422.247	76	1211	168	168
1580926422.25	76	1211	169	169
1580926422.255	76	1211	170	170
1580926422.259	76	1211	171	171
1580926422.266	76	1211	172	172
1580926422.268	76	1211	173	173
1580926422.275	76	1211	174	174
1580926422.282	76	1211	175	175
1580926422.284	76	1211	176	176
1580926422.291	76	1211	177	177
1580926422.296	76	1211	178	178
1580926422.299	76	1211	179	179
1580926422.305	76	1211	180	180
1580926422.311	76	1211	181	181
1580926422.313	76	1211	182	182
1580926422.32	76	1211	183	183
1580926422.326	76	1211	184	184
1580926422.328	76	1211	185	185
1580926422.336	76	1211	186	186
1580926422.34	76	1211	187	187
1580926422.353	76	1211	188	188
1580926422.357	76	1211	189	189
1580926422.36	76	1211	190	190
1580926422.363	76	1211	191	191
1580926422.367	76	1211	192	192
1580926422.372	76	1211	193	193
1580926422.396	76	1211	194	194
1580926422.405	76	1211	195	195
1580926422.405	76	1211	196	196
1580926422.405	76	1211	197	197
1580926422.405	76	1211	198	198
1580926422.425	76	1211	199	199
1580926423.911	77	0f8f	100	100
1580926423.918	77	0f8f	101	101
1580926423.92	77	0f8f	102	102
1580926423.927	77	0f8f	103	103
1580926423.932	77	0f8f	104	104
1580926423.935	77	0f8f	105	105
1580926423.941	77	0f8f	106	106
1580926423.947	77	0f8f	107	107
1580926423.949	77	0f8f	108	108
1580926423.956	77	0f8f	109	109
1580926423.962	77	0f8f	110	110
1580926423.964	77	0f8f	111	111
1580926423.972	77	0f8f	112	112
1580926423.977	77	0f8f	113	113
1580926423.98	77	0f8f	114	114
1580926423.985	77	0f8f	115	115
1580926423.992	77	0f8f	116	116
1580926423.994	77	0f8f	117	117
1580926424.001	77	0f8f	118	118
1580926424.008	77	0f8f	119	119
1580926424.009	77	0f8f	120	120
1580926424.016	77	0f8f	121	121
1580926424.023	77	0f8f	122	122
1580926424.025	77	0f8f	123	123
1580926424.032	77	0f8f	124	124
1580926424.037	77	0f8f	125	125
1580926424.04	77	0f8f	126	126
1580926424.046	77	0f8f	127	127
1580926424.053	77	0f8f	128	128
1580926424.054	77	0f8f	129	129
1580926424.061	77	0f8f	130	130
1580926424.068	77	0f8f	131	131
1580926424.07	77	0f8f	132	132
1580926424.078	77	0f8f	133	133
1580926424.082	77	0f8f	134	134
1580926424.086	77	0f8f	135	135
1580926424.091	77	0f8f	136	136
1580926424.102	77	0f8f	137	137
1580926424.106	77	0f8f	138	138
1580926424.109	77	0f8f	139	139
1580926424.114	77	0f8f	140	140
1580926424.115	77	0f8f	141	141
1580926424.122	77	0f8f	142	142
1580926424.127	77	0f8f	143	143
1580926424.131	77	0f8f	144	144
1580926424.135	77	0f8f	145	145
1580926424.142	77	0f8f	146	146
1580926424.144	77	0f8f	147	147
1580926424.152	77	0f8f	148	148
1580926424.157	77	0f8f	149	149
1580926424.159	77	0f8f	150	150
1580926424.167	77	0f8f	151	151
1580926424.174	77	0f8f	152	152
1580926424.175	77	0f8f	153	153
1580926424.183	77	0f8f	154	154
1580926424.187	77	0f8f	155	155
1580926424.19	77	0f8f	156	156
1580926424.196	77	0f8f	157	157
1580926424.203	77	0f8f	158	158
1580926424.204	77	0f8f	159	159
1580926424.211	77	0f8f	160	160
1580926424.218	77	0f8f	161	161
1580926424.22	77	0f8f	162	162
1580926424.227	77	0f8f	163	163
1580926424.231	77	0f8f	164	164
1580926424.235	77	0f8f	165	165
1580926424.24	77	0f8f	166	166
1580926424.247	77	0f8f	167	167
1580926424.249	77	0f8f	168	168
1580926424.256	77	0f8f	169	169
1580926424.262	77	0f8f	170	170
1580926424.264	77	0f8f	171	171
1580926424.273	77	0f8f	172	172
1580926424.276	77	0f8f	173	173
1580926424.281	77	0f8f	174	174
1580926424.285	77	0f8f	175	175
1580926424.292	77	0f8f	176	176
1580926424.294	77	0f8f	177	177
1580926424.301	77	0f8f	178	178
1580926424.307	77	0f8f	179	179
1580926424.309	77	0f8f	180	180
1580926424.316	77	0f8f	181	181
1580926424.323	77	0f8f	182	182
1580926424.325	77	0f8f	183	183
1580926424.332	77	0f8f	184	184
1580926424.337	77	0f8f	185	185
1580926424.34	77	0f8f	186	186
1580926424.352	77	0f8f	187	187
1580926424.355	77	0f8f	188	188
1580926424.359	77	0f8f	189	189
1580926424.361	77	0f8f	190	190
1580926424.368	77	0f8f	191	191
1580926424.37	77	0f8f	192	192
1580926424.377	77	0f8f	193	193
1580926424.382	77	0f8f	194	194
1580926424.385	77	0f8f	195	195
1580926424.391	77	0f8f	196	196
1580926424.397	77	0f8f	197	197
1580926424.399	77	0f8f	198	198
1580926424.407	77	0f8f	199	199
1580926425.915	50	c21e	200	200
1580926425.92	50	c21e	201	201
1580926425.923	50	c21e	202	202
1580926425.928	50	c21e	203	203
1580926425.936	50	c21e	204	204
1580926425.937	50	c21e	205	205
1580926425.944	50	c21e	206	206
1580926425.951	50	c21e	207	207
1580926425.953	50	c21e	208	208
1580926425.959	50	c21e	209	209
1580926425.968	50	c21e	210	210
1580926425.968	50	c21e	211	211
1580926425.974	50	c21e	212	212
1580926425.98	50	c21e	213	213
1580926425.983	50	c21e	214	214
1580926425.989	50	c21e	215	215
1580926425.995	50	c21e	216	216
1580926425.998	50	c21e	217	217
1580926426.004	50	c21e	218	218
1580926426.011	50	c21e	219	219
1580926426.013	50	c21e	220	220
1580926426.02	50	c21e	221	221
1580926426.025	50	c21e	222	222
1580926426.029	50	c21e	223	223
1580926426.034	50	c21e	224	224
1580926426.04	50	c21e	225	225
1580926426.042	50	c21e	226	226
1580926426.049	50	c21e	227	227
1580926426.056	50	c21e	228	228
1580926426.058	50	c21e	229	229
1580926426.064	50	c21e	230	230
1580926426.069	50	c21e	231	231
1580926426.073	50	c21e	232	232
1580926426.078	50	c21e	233	233
1580926426.086	50	c21e	234	234
1580926426.087	50	c21e	235	235
1580926426.094	50	c21e	236	236
1580926426.102	50	c21e	237	237
1580926426.105	50	c21e	238	238
1580926426.113	50	c21e	239	239
1580926426.118	50	c21e	240	240
1580926426.119	50	c21e	241	241
1580926426.124	50	c21e	242	242
1580926426.13	50	c21e	243	243
1580926426.133	50	c21e	244	244
1580926426.139	50	c21e	245	245
1580926426.145	50	c21e	246	246
1580926426.148	50	c21e	247	247
1580926426.154	50	c21e	248	248
1580926426.161	50	c21e	249	249
1580926426.163	50	c21e	250	250
1580926426.17	50	c21e	251	251
1580926426.175	50	c21e	252	252
1580926426.179	50	c21e	253	253
1580926426.183	50	c21e	254	254
1580926426.191	50	c21e	255	255
1580926426.192	50	c21e	0	256
1580926426.199	50	c21e	1	257
1580926426.206	50	c21e	2	258
1580926426.208	50	c21e	3	259
1580926426.215	50	c21e	4	260
1580926426.22	50	c21e	5	261
1580926426.223	50	c21e	6	262
1580926426.228	50	c21e	7	263
1580926426.235	50	c21e	8	264
1580926426.237	50	c21e	9	265
1580926426.244	50	c21e	10	266
1580926426.251	50	c21e	11	267
1580926426.253	50	c21e	12	268
1580926426.26	50	c21e	13	269
1580926426.266	50	c21e	14	270
1580926426.268	50	c21e	15	271
1580926426.274	50	c21e	16	272
1580926426.28	50	c21e	17	273
1580926426.284	50	c21e	18	274
1580926426.289	50	c21e	19	275
1580926426.295	50	c21e	20	276
1580926426.298	50	c21e	21	277
1580926426.304	50	c21e	22	278
1580926426.31	50	c21e	23	279
1580926426.313	50	c21e	24	280
1580926426.319	50	c21e	25	281
1580926426.325	50	c21e	26	282
1580926426.328	50	c21e	27	283
1580926426.334	50	c21e	28	284
1580926426.34	50	c21e	29	285
1580926426.342	50	c21e	30	286
1580926426.353	50	c21e	31	287
1580926426.356	50	c21e	32	288
1580926426.36	50	c21e	33	289
1580926426.365	50	c21e	34	290
1580926426.37	50	c21e	35	291
1580926426.373	50	c21e	36	292
1580926426.378	50	c21e	37	293
1580926426.385	50	c21e	38	294
1580926426.387	50	c21e	39	295
1580926426.394	50	c21e	40	296
1580926426.4	50	c21e	41	297
1580926426.403	50	c21e	42	298
1580926426.41	50	c21e	43	299
1580926427.916	51	cb1f	200	200
1580926427.923	51	cb1f	201	201
1580926427.925	51	cb1f	202	202
1580926427.931	51	cb1f	203	203
1580926427.94	51	cb1f	204	204
1580926427.941	51	cb1f	205	205
1580926427.948	51	cb1f	206	206
1580926427.954	51	cb1f	207	207
1580926427.956	51	cb1f	208	208
1580926427.963	51	cb1f	209	209
1580926427.969	51	cb1f	210	210
1580926427.972	51	cb1f	211	211
1580926427.977	51	cb1f	212	212
1580926427.984	51	cb1f	213	213
1580926427.985	51	cb1f	214	214
1580926427.993	51	cb1f	215	215
1580926427.999	51	cb1f	216	216
1580926428.001	51	cb1f	217	217
1580926428.008	51	cb1f	218	218
1580926428.013	51	cb1f	219	219
1580926428.016	51	cb1f	220	220
1580926428.021	51	cb1f	221	221
1580926428.028	51	cb1f	222	222
1580926428.03	51	cb1f	223	223
1580926428.037	51	cb1f	224	224
1580926428.044	51	cb1f	225	225
1580926428.046	51	cb1f	226	226
1580926428.052	51	cb1f	227	227
1580926428.058	51	cb1f	228	228
1580926428.061	51	cb1f	229	229
1580926428.066	51	cb1f	230	230
1580926428.073	51	cb1f	231	231
1580926428.075	51	cb1f	232	232
1580926428.081	51	cb1f	233	233
1580926428.09	51	cb1f	234	234
1580926428.091	51	cb1f	235	235
1580926428.108	51	cb1f	236	236
1580926428.114	51	cb1f	237	237
1580926428.114	51	cb1f	238	238
1580926428.117	51	cb1f	239	239
1580926428.121	51	cb1f	240	240
1580926428.124	51	cb1f	241	241
1580926428.128	51	cb1f	242	242
1580926428.135	51	cb1f	243	243
1580926428.136	51	cb1f	244	244
1580926428.143	51	cb1f	245	245
1580926428.15	51	cb1f	246	246
1580926428.151	51	cb1f	247	247
1580926428.157	51	cb1f	248	248
1580926428.163	51	cb1f	249	249
1580926428.167	51	cb1f	250	250
1580926428.171	51	cb1f	251	251
1580926428.178	51	cb1f	252	252
1580926428.182	51	cb1f	253	253
1580926428.187	51	cb1f	254	254
1580926428.195	51	cb1f	255	255
1580926428.196	51	cb1f	0	256
1580926428.203	51	cb1f	1	257
1580926428.208	51	cb1f	2	258
1580926428.211	51	cb1f	3	259
1580926428.216	51	cb1f	4	260
1580926428.224	51	cb1f	5	261
1580926428.228	51	cb1f	6	262
1580926428.233	51	cb1f	7	263
1580926428.238	51	cb1f	8	264
1580926428.24	51	cb1f	9	265
1580926428.247	51	cb1f	10	266
1580926428.255	51	cb1f	11	267
1580926428.257	51	cb1f	12	268
1580926428.263	51	cb1f	13	269
1580926428.267	51	cb1f	14	270
1580926428.272	51	cb1f	15	271
1580926428.276	51	cb1f	16	272
1580926428.284	51	cb1f	17	273
1580926428.287	51	cb1f	18	274
1580926428.292	51	cb1f	19	275
1580926428.299	51	cb1f	20	276
1580926428.3	51	cb1f	21	277
1580926428.31	51	cb1f	22	278
1580926428.313	51	cb1f	23	279
1580926428.318	51	cb1f	24	280
1580926428.321	51	cb1f	25	281
1580926428.329	51	cb1f	26	282
1580926428.33	51	cb1f	27	283
1580926428.337	51	cb1f	28	284
1580926428.354	51	cb1f	29	285
1580926428.358	51	cb1f	30	286
1580926428.358	51	cb1f	31	287
1580926428.363	51	cb1f	32	288
1580926428.366	51	cb1f	33	289
1580926428.369	51	cb1f	34	290
1580926428.373	51	cb1f	35	291
1580926428.375	51	cb1f	36	292
1580926428.383	51	cb1f	37	293
1580926428.389	51	cb1f	38	294
1580926428.391	51	cb1f	39	295
1580926428.398	51	cb1f	40	296
1580926428.405	51	cb1f	41	297
1580926428.406	51	cb1f	42	298
1580926428.413	51	cb1f	43	299
1580926429.919	52	c222	200	200
1580926429.927	52	c222	201	201
1580926429.928	52	c222	202	202
1580926429.934	52	c222	203	203
1580926429.941	52	c222	204	204
1580926429.943	52	c222	205	205
1580926429.95	52	c222	206	206
1580926429.957	52	c222	207	207
1580926429.958	52	c222	208	208
1580926429.966	52	c222	209	209
1580926429.971	52	c222	210	210
1580926429.975	52	c222	211	211
1580926429.979	52	c222	212	212
1580926429.986	52	c222	213	213
1580926429.988	52	c222	214	214
1580926429.994	52	c222	215	215
1580926430.001	52	c222	216	216
1580926430.003	52	c222	217	217
1580926430.01	52	c222	218	218
1580926430.016	52	c222	219	219
1580926430.02	52	c222	220	220
1580926430.024	52	c222	221	221
1580926430.031	52	c222	222	222
1580926430.033	52	c222	223	223
1580926430.039	52	c222	224	224
1580926430.047	52	c222	225	225
1580926430.048	52	c222	226	226
1580926430.055	52	c222	227	227
1580926430.061	52	c222	228	228
1580926430.064	52	c222	229	229
1580926430.069	52	c222	230	230
1580926430.076	52	c222	231	231
1580926430.078	52	c222	232	232
1580926430.084	52	c222	233	233
1580926430.091	52	c222	234	234
1580926430.093	52	c222	235	235
1580926430.105	52	c222	236	236
1580926430.11	52	c222	237	237
1580926430.114	52	c222	238	238
1580926430.117	52	c222	239	239
1580926430.122	52	c222	240	240
1580926430.125	52	c222	241	241
1580926430.129	52	c222	242	242
1580926430.136	52	c222	243	243
1580926430.138	52	c222	244	244
1580926430.144	52	c222	245	245
1580926430.151	52	c222	246	246
1580926430.153	52	c222	247	247
1580926430.16	52	c222	248	248
1580926430.166	52	c222	249	249
1580926430.17	52	c222	250	250
1580926430.174	52	c222	251	251
1580926430.181	52	c222	252	252
1580926430.183	52	c222	253	253
1580926430.19	52	c222	254	254
1580926430.197	52	c222	255	255
1580926430.199	52	c222	0	256
1580926430.205	52	c222	1	257
1580926430.211	52	c222	2	258
1580926430.214	52	c222	3	259
1580926430.219	52	c222	4	260
1580926430.226	52	c222	5	261
1580926430.228	52	c222	6	262
1580926430.234	52	c222	7	263
1580926430.241	52	c222	8	264
1580926430.243	52	c222	9	265
1580926430.25	52	c222	10	266
1580926430.257	52	c222	11	267
1580926430.258	52	c222	12	268
1580926430.266	52	c222	13	269
1580926430.271	52	c222	14	270
1580926430.274	52	c222	15	271
1580926430.279	52	c222	16	272
1580926430.286	52	c222	17	273
1580926430.288	52	c222	18	274
1580926430.294	52	c222	19	275
1580926430.301	52	c222	20	276
1580926430.303	52	c222	21	277
1580926430.31	52	c222	22	278
1580926430.316	52	c222	23	279
1580926430.319	52	c222	24	280
1580926430.324	52	c222	25	281
1580926430.331	52	c222	26	282
1580926430.333	52	c222	27	283
1580926430.339	52	c222	28	284
1580926430.354	52	c222	29	285
1580926430.358	52	c222	30	286
1580926430.359	52	c222	31	287
1580926430.364	52	c222	32	288
1580926430.367	52	c222	33	289
1580926430.369	52	c222	34	290
1580926430.376	52	c222	35	291
1580926430.378	52	c222	36	292
1580926430.384	52	c222	37	293
1580926430.391	52	c222	38	294
1580926430.393	52	c222	39	295
1580926430.4	52	c222	40	296
1580926430.406	52	c222	41	297
1580926430.41	52	c222	42	298
1580926430.416	52	c222	43	299
1580926431.922	53	9b8c	200	200
1580926431.928	53	9b8c	201	201
1580926431.935	53	9b8c	202	202
1580926431.937	53	9b8c	203	203
1580926431.944	53	9b8c	204	204
1580926431.948	53	9b8c	205	205
1580926431.952	53	9b8c	206	206
1580926431.958	53	9b8c	207	207
1580926431.965	53	9b8c	208	208
1580926431.966	53	9b8c	209	209
1580926431.973	53	9b8c	210	210
1580926431.98	53	9b8c	211	211
1580926431.981	53	9b8c	212	212
1580926431.988	53	9b8c	213	213
1580926431.993	53	9b8c	214	214
1580926431.997	53	9b8c	215	215
1580926432.002	53	9b8c	216	216
1580926432.009	53	9b8c	217	217
1580926432.011	53	9b8c	218	218
1580926432.018	53	9b8c	219	219
1580926432.024	53	9b8c	220	220
1580926432.026	53	9b8c	221	221
1580926432.034	53	9b8c	222	222
1580926432.04	53	9b8c	223	223
1580926432.042	53	9b8c	224	224
1580926432.049	53	9b8c	225	225
1580926432.054	53	9b8c	226	226
1580926432.057	53	9b8c	227	227
1580926432.063	53	9b8c	228	228
1580926432.069	53	9b8c	229	229
1580926432.071	53	9b8c	230	230
1580926432.078	53	9b8c	231	231
1580926432.085	53	9b8c	232	232
1580926432.086	53	9b8c	233	233
1580926432.102	53	9b8c	234	234
1580926432.104	53	9b8c	235	235
1580926432.105	53	9b8c	236	236
1580926432.11	53	9b8c	237	237
1580926432.114	53	9b8c	238	238
1580926432.118	53	9b8c	239	239
1580926432.127	53	9b8c	240	240
1580926432.131	53	9b8c	241	241
1580926432.134	53	9b8c	242	242
1580926432.141	53	9b8c	243	243
1580926432.143	53	9b8c	244	244
1580926432.148	53	9b8c	245	245
1580926432.152	53	9b8c	246	246
1580926432.159	53	9b8c	247	247
1580926432.161	53	9b8c	248	248
1580926432.168	53	9b8c	249	249
1580926432.174	53	9b8c	250	250
1580926432.177	53	9b8c	251	251
1580926432.184	53	9b8c	252	252
1580926432.19	53	9b8c	253	253
1580926432.192	53	9b8c	254	254
1580926432.2	53	9b8c	255	255
1580926432.204	53	9b8c	0	256
1580926432.207	53	9b8c	1	257
1580926432.213	53	9b8c	2	258
1580926432.22	53	9b8c	3	259
1580926432.222	53	9b8c	4	260
1580926432.23	53	9b8c	5	261
1580926432.235	53	9b8c	6	262
1580926432.236	53	9b8c	7	263
1580926432.244	53	9b8c	8	264
1580926432.249	53	9b8c	9	265
1580926432.252	53	9b8c	10	266
1580926432.261	53	9b8c	11	267
1580926432.265	53	9b8c	12	268
1580926432.268	53	9b8c	13	269
1580926432.273	53	9b8c	14	270
1580926432.279	53	9b8c	15	271
1580926432.281	53	9b8c	16	272
1580926432.289	53	9b8c	17	273
1580926432.293	53	9b8c	18	274
1580926432.297	53	9b8c	19	275
1580926432.302	53	9b8c	20	276
1580926432.31	53	9b8c	21	277
1580926432.311	53	9b8c	22	278
1580926432.319	53	9b8c	23	279
1580926432.324	53	9b8c	24	280
1580926432.326	53	9b8c	25	281
1580926432.333	53	9b8c	26	282
1580926432.34	53	9b8c	27	283
1580926432.342	53	9b8c	28	284
1580926432.354	53	9b8c	29	285
1580926432.358	53	9b8c	30	286
1580926432.363	53	9b8c	31	287
1580926432.367	53	9b8c	32	288
1580926432.37	53	9b8c	33	289
1580926432.372	53	9b8c	34	290
1580926432.379	53	9b8c	35	291
1580926432.385	53	9b8c	36	292
1580926432.387	53	9b8c	37	293
1580926432.394	53	9b8c	38	294
1580926432.399	53	9b8c	39	295
1580926432.402	53	9b8c	40	296
1580926432.409	53	9b8c	41	297
1580926432.421	53	9b8c	42	298
1580926432.421	53	9b8c	43	299
1580926433.925	54	1181	200	200
1580926433.933	54	1181	201	201
1580926433.939	54	1181	202	202
1580926433.941	54	1181	203	203
1580926433.947	54	1181	204	204
1580926433.955	54	1181	205	205
1580926433.956	54	1181	206	206
1580926433.963	54	1181	207	207
1580926433.968	54	1181	208	208
1580926433.971	54	1181	209	209
1580926433.977	54	1181	210	210
1580926433.984	54	1181	211	211
1580926433.985	54	1181	212	212
1580926433.992	54	1181	213	213
1580926433.999	54	1181	214	214
1580926434.001	54	1181	215	215
1580926434.008	54	1181	216	216
1580926434.013	54	1181	217	217
1580926434.016	54	1181	218	218
1580926434.022	54	1181	219	219
1580926434.029	54	1181	220	220
1580926434.03	54	1181	221	221
1580926434.038	54	1181	222	222
1580926434.045	54	1181	223	223
1580926434.046	54	1181	224	224
1580926434.053	54	1181	225	225
1580926434.058	54	1181	226	226
1580926434.061	54	1181	227	227
1580926434.066	54	1181	228	228
1580926434.074	54	1181	229	229
1580926434.075	54	1181	230	230
1580926434.083	54	1181	231	231
1580926434.089	54	1181	232	232
1580926434.091	54	1181	233	233
1580926434.105	54	1181	234	234
1580926434.11	54	1181	235	235
1580926434.114	54	1181	236	236
1580926434.118	54	1181	237	237
1580926434.122	54	1181	238	238
1580926434.123	54	1181	239	239
1580926434.129	54	1181	240	240
1580926434.135	54	1181	241	241
1580926434.135	54	1181	242	242
1580926434.142	54	1181	243	243
1580926434.15	54	1181	244	244
1580926434.151	54	1181	245	245
1580926434.158	54	1181	246	246
1580926434.163	54	1181	247	247
1580926434.166	54	1181	248	248
1580926434.172	54	1181	249	249
1580926434.18	54	1181	250	250
1580926434.181	54	1181	251	251
1580926434.188	54	1181	252	252
1580926434.195	54	1181	253	253
1580926434.196	54	1181	254	254
1580926434.204	54	1181	255	255
1580926434.208	54	1181	0	256
1580926434.211	54	1181	1	257
1580926434.216	54	1181	2	258
1580926434.224	54	1181	3	259
1580926434.225	54	1181	4	260
1580926434.233	54	1181	5	261
1580926434.24	54	1181	6	262
1580926434.24	54	1181	7	263
1580926434.248	54	1181	8	264
1580926434.254	54	1181	9	265
1580926434.256	54	1181	10	266
1580926434.263	54	1181	11	267
1580926434.269	54	1181	12	268
1580926434.271	54	1181	13	269
1580926434.278	54	1181	14	270
1580926434.284	54	1181	15	271
1580926434.285	54	1181	16	272
1580926434.292	54	1181	17	273
1580926434.299	54	1181	18	274
1580926434.301	54	1181	19	275
1580926434.308	54	1181	20	276
1580926434.314	54	1181	21	277
1580926434.316	54	1181	22	278
1580926434.322	54	1181	23	279
1580926434.329	54	1181	24	280
1580926434.33	54	1181	25	281
1580926434.338	54	1181	26	282
1580926434.352	54	1181	27	283
1580926434.354	54	1181	28	284
1580926434.354	54	1181	29	285
1580926434.358	54	1181	30	286
1580926434.362	54	1181	31	287
1580926434.371	54	1181	32	288
